97,97,98,82,97,82,97,81,97,82,82,98,98,98,81,98,82,82,82,81,81,82,82,81,81,81,98,98,98,97
98,81,97,82,97,82,81,98,97,97,82,98,97,98,98,81,82,82,97,97,97,82,97,97,97,82,97,81,81,97
98,98,97,98,98,81,98,98,81,97,81,98,81,97,98,98,97,98,81,97,82,82,97,81,97,97,82,82,82,82
82,82,81,98,98,98,98,98,97,81,97,98,98,98,81,98,97,98,97,98,97,97,82,81,81,81,97,97,97,82
81,82,98,98,82,97,81,97,82,97,0,1,2,3,98,97,81,0,2,3,81,81,81,82,81,97,82,82,81,82
98,82,81,82,82,81,97,82,82,81,48,49,50,51,0,1,3,48,49,51,98,0,1,3,98,97,82,81,98,98
98,98,81,81,81,97,81,97,81,0,1,3,81,0,21,33,20,1,2,1,3,48,5,20,3,82,97,82,82,82
82,98,81,98,98,82,0,3,0,21,17,20,2,21,18,33,17,34,17,33,20,3,48,49,51,81,98,98,98,82
82,82,97,98,97,98,32,35,32,17,18,17,34,18,34,18,33,33,34,17,33,35,0,2,3,97,82,81,98,81
98,81,97,98,82,98,16,35,48,5,17,18,34,33,17,34,17,17,4,5,18,19,16,18,19,81,98,98,81,98
97,81,98,98,81,97,48,37,3,16,34,17,33,18,33,18,33,34,20,36,5,19,32,4,51,81,98,82,98,82
98,82,98,98,97,82,82,48,51,48,5,18,33,34,34,18,34,18,34,20,36,51,48,51,82,97,81,81,97,82
82,82,81,81,82,97,98,81,0,3,48,49,5,17,18,17,17,33,4,50,51,97,98,97,82,98,82,98,82,97
98,81,97,82,82,81,97,82,48,51,0,3,32,33,17,17,18,4,51,82,0,3,97,97,98,81,98,98,82,97
98,82,98,82,82,97,98,98,98,97,48,51,48,5,34,34,33,35,97,0,36,51,97,82,82,97,97,82,97,82
98,98,98,81,82,82,98,81,97,81,0,1,3,48,5,34,18,19,82,48,51,98,82,97,98,82,97,81,82,81
81,81,98,98,98,98,98,98,97,97,32,17,19,82,16,18,34,20,3,82,81,0,3,97,98,98,81,97,97,82
82,98,98,98,98,81,81,98,98,81,48,5,19,0,21,18,34,4,51,81,0,36,51,82,97,98,97,82,82,97
98,98,81,98,98,81,98,81,82,82,81,48,51,48,5,34,33,19,82,0,36,51,81,97,98,81,82,81,81,82
81,82,98,98,98,98,98,97,82,81,81,0,3,82,16,33,18,35,82,48,51,97,81,97,98,82,97,98,82,81
82,82,98,97,81,98,82,97,81,97,82,16,19,0,21,34,4,51,0,3,82,98,81,82,82,81,81,98,97,81
98,98,82,81,97,98,82,81,81,82,98,32,35,32,34,33,20,3,48,37,3,98,97,82,82,81,82,97,82,97
82,98,82,97,98,82,81,97,98,98,97,16,20,21,18,17,34,35,0,36,51,82,82,97,98,98,97,81,82,82
97,81,81,98,98,98,97,81,82,81,81,48,49,5,17,33,17,19,48,51,97,97,97,81,98,97,82,81,97,97
97,81,81,98,81,82,81,82,81,82,81,81,98,32,33,34,33,20,3,82,82,82,81,98,97,82,82,81,81,82
81,97,98,82,97,81,97,97,81,82,98,98,0,21,18,34,4,5,20,3,82,82,97,97,82,97,98,98,98,97
82,98,81,98,98,82,82,97,82,82,97,0,36,5,17,18,35,16,18,19,82,82,97,82,98,97,81,81,82,82
97,98,98,82,98,98,81,97,98,98,82,16,20,21,33,18,20,36,5,35,82,81,81,97,98,82,97,82,97,97
81,81,98,98,82,82,81,98,98,97,97,48,17,33,33,34,33,35,16,20,3,98,98,82,82,81,82,97,81,82
98,98,82,98,98,98,82,98,98,97,82,82,48,5,33,34,17,35,16,4,51,82,81,97,82,81,82,82,97,82
